Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,bbrefID,year,team
36,ve VE,R,R,"6' 0""",220,27900,14,52,45,52,48,0,46,2,0,0,0,0,0,0,0,0,6,0,-1.3,3200000,,hernara02,2012,COL
37,ve VE,R,R,"6' 0""",220,27900,15,17,12,17,13,0,11,2,0,0,0,0,0,0,0,2,3,0,0.1,3200000,,hernara02,2013,LAD
30,do DO,R,R,"5' 11""",200,29829,7,58,0,57,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2650000,,ramirra02,2012,NYM
32,do DO,B,R,"5' 11""",185,29098,11,93,62,93,89,0,0,0,71,6,20,0,0,0,0,1,9,1,-0.8,2100000,,santira01,2012,DET
33,do DO,B,R,"5' 11""",185,29098,12,80,55,80,79,0,0,0,33,27,27,0,0,0,0,0,4,1,0.9,2100000,,santira01,2013,DET
34,do DO,B,R,"5' 11""",185,29098,13,75,49,75,63,0,0,0,20,28,20,1,0,0,1,0,13,2,0.6,1100000,,santira01,2014,CIN
23,us US,R,R,"6' 1""",205,33463,2,103,81,103,85,0,0,0,0,0,0,49,37,13,99,0,19,2,3.2,510000,,grichra01,2015,STL
24,us US,R,R,"6' 1""",205,33463,3,132,111,132,119,0,0,0,0,0,0,4,115,3,122,0,17,1,2.7,520000,,grichra01,2016,STL
25,us US,R,R,"6' 1""",205,33463,4,122,100,122,107,0,0,0,0,0,0,58,5,55,118,0,15,2,1.1,557200,,grichra01,2017,STL
22,pa PA,R,R,"6' 4""",220,32913,2,18,17,16,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,,delgara01,2012,ATL
24,pa PA,R,R,"6' 4""",220,32913,4,47,4,43,47,47,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,510000,,delgara01,2014,ARI
25,pa PA,R,R,"6' 4""",220,32913,5,64,1,61,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.9,526000,,delgara01,2015,ARI
26,pa PA,R,R,"6' 4""",220,32913,6,79,0,75,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1275000,,delgara01,2016,ARI
27,pa PA,R,R,"6' 4""",220,32913,7,26,5,25,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1775000,,delgara01,2017,ARI
28,pa PA,R,R,"6' 4""",220,32913,8,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,2250000,,delgara01,2018,ARI
36,us US,L,L,"6' 1""",205,27642,12,44,0,39,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1500000,,choatra01,2012,MIA
37,us US,L,L,"6' 1""",205,27642,13,64,0,63,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1500000,,choatra01,2013,STL
38,us US,L,L,"6' 1""",205,27642,14,61,0,57,61,61,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,3000000,,choatra01,2014,STL
39,us US,L,L,"6' 1""",205,27642,15,71,0,66,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3000000,,choatra01,2015,STL
29,us US,R,R,"6' 5""",230,30191,5,12,4,10,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,2705000,,wellsra01,2012,CHC
35,us US,L,L,"6' 0""",205,27994,14,26,24,24,25,25,0,0,0,0,0,0,0,0,0,0,0,1,-1.4,9500000,,wolfra02,2012,MIL
24,do DO,R,R,"6' 4""",220,33942,2,8,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,535000,,alcanra01,2017,OAK
40,us US,L,R,"6' 2""",225,26452,17,130,99,130,90,0,0,0,0,0,0,80,0,13,93,28,30,0,0.5,1100000,,ibanera01,2012,NYY
41,us US,L,R,"6' 2""",225,26452,18,124,118,124,100,0,0,0,0,0,0,99,0,1,100,21,5,0,0.5,2750000,,ibanera01,2013,SEA
42,us US,L,R,"6' 2""",225,26452,19,57,40,57,21,0,0,5,0,0,0,16,0,0,16,27,16,0,-0.4,2750000,,ibanera01,2014,LAA
35,cu CU,L,L,"5' 11""",190,28456,4,17,1,15,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,505000,,valdera02,2013,PHI
35,us US,R,R,"5' 10""",185,28102,10,76,33,76,53,0,0,0,0,0,0,18,22,24,64,0,31,0,0.7,1150000,,johnsre02,2012,CHC
36,us US,R,R,"5' 10""",185,28102,11,74,19,74,36,0,0,0,0,0,0,10,12,15,37,0,44,2,-0.1,1600000,,johnsre02,2013,ATL
37,us US,R,R,"5' 10""",185,28102,12,113,27,113,34,0,0,0,0,0,0,23,1,11,35,2,77,1,-0.5,1000000,,johnsre02,2014,MIA
38,us US,R,R,"5' 10""",185,28102,13,17,2,17,4,0,0,0,0,0,0,3,0,1,4,0,13,0,-0.3,1000000,,johnsre02,2015,WSN
26,us US,L,R,"6' 2""",197,31428,5,16,5,16,16,0,0,0,1,4,11,1,0,0,1,0,1,0,-0.3,490600,,brignre01,2012,TBR
27,us US,L,R,"6' 2""",197,31428,6,29,9,29,15,0,0,0,3,8,3,1,0,0,1,0,15,0,-0.6,499000,,brignre01,2013,COL
30,pr PR,R,R,"5' 10""",215,30528,6,103,85,103,92,0,89,3,0,0,0,0,0,0,0,0,15,0,2.7,506400,,riverre01,2014,SDG
31,pr PR,R,R,"5' 10""",215,30528,7,110,90,110,110,0,107,7,0,0,0,0,0,0,0,1,2,0,-2,1200000,,riverre01,2015,TBR
33,pr PR,R,R,"5' 10""",215,30528,9,54,48,54,53,0,52,1,0,0,0,0,0,0,0,0,2,0,-0.2,1750000,,riverre01,2017,NYM
34,pr PR,R,R,"5' 10""",215,30528,10,30,22,30,28,0,26,2,0,0,0,0,0,0,0,1,2,0,0.4,2800000,,riverre01,2018,LAA
24,us US,L,L,"6' 0""",215,32129,2,75,0,72,75,75,0,0,0,0,0,0,0,0,0,0,0,0,1.4,480000,,brothre01,2012,COL
25,us US,L,L,"6' 0""",215,32129,3,72,0,70,72,72,0,0,0,0,0,0,0,0,0,0,0,0,3.1,491000,,brothre01,2013,COL
26,us US,L,L,"6' 0""",215,32129,4,74,0,70,74,74,0,0,0,0,0,0,0,0,0,0,0,0,-1,502000,,brothre01,2014,COL
27,us US,L,L,"6' 0""",215,32129,5,17,0,16,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1400000,,brothre01,2015,COL
30,us US,L,L,"6' 0""",215,32129,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,,brothre01,2018,ATL
25,do DO,R,R,"5' 11""",241,33975,2,69,0,63,69,69,0,0,0,0,0,0,0,0,0,0,0,0,1.5,545500,,moronre01,2018,SFG
24,do DO,R,R,"6' 1""",200,34338,3,32,32,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3.1,555000,,lopezre01,2018,CHW
25,do DO,R,R,"6' 2""",210,31717,1st,52,0,49,52,52,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,480000,,cruzrh01,2012,HOU
26,do DO,R,R,"6' 2""",210,31717,2,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0.3,498000,,cruzrh01,2013,HOU
25,us US,R,R,"6' 4""",225,34045,2,153,149,153,146,0,0,17,0,0,0,135,0,0,135,4,4,0,0.5,552500,,hoskirh01,2018,PHI
32,us US,L,L,"6' 5""",220,29291,8,25,0,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.7,725000,,hillri01,2012,BOS
33,us US,L,L,"6' 5""",220,29291,9,63,0,5,63,63,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,1000000,,hillri01,2013,CLE
36,us US,L,L,"6' 5""",220,29291,12,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6000000,,hillri01,2016,LAD
37,us US,L,L,"6' 5""",220,29291,13,25,25,23,25,25,0,0,0,0,0,0,0,0,0,0,0,0,2.1,12666667,,hillri01,2017,LAD
38,us US,L,L,"6' 5""",220,29291,14,25,24,23,25,25,0,0,0,0,0,0,0,0,0,0,0,0,1.3,16666667,,hillri01,2018,LAD
27,au AU,R,R,"6' 1""",210,30864,6,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,495000,,thompri03,2012,LAA
31,us US,L,L,"6' 3""",215,31883,3,31,0,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1.6,556000,,bleieri01,2018,BAL
32,us US,L,L,"6' 1""",210,29055,10,68,37,68,62,0,0,0,0,0,0,0,62,0,62,0,13,0,-0.5,1250000,,ankieri01,2012,WSN
33,us US,L,L,"6' 1""",210,29055,11,20,17,20,18,0,0,0,0,0,0,0,17,4,21,0,2,0,-0.4,750000,,ankieri01,2013,NYM
23,us US,R,R,"6' 5""",205,32504,4,31,31,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3100000,,porceri01,2012,DET
24,us US,R,R,"6' 5""",205,32504,5,32,29,3,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5100000,,porceri01,2013,DET
25,us US,R,R,"6' 5""",205,32504,6,32,31,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3.7,8500000,,porceri01,2014,DET
26,us US,R,R,"6' 5""",205,32504,7,28,28,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.5,12500000,,porceri01,2015,BOS
27,us US,R,R,"6' 5""",205,32504,8,33,33,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,4.8,20125000,,porceri01,2016,BOS
28,us US,R,R,"6' 5""",205,32504,9,33,33,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,20125000,,porceri01,2017,BOS
29,us US,R,R,"6' 5""",205,32504,10,33,33,3,33,33,0,0,0,0,0,0,0,0,0,0,0,0,3.3,21125000,,porceri01,2018,BOS
29,us US,R,R,"6' 0""",210,30207,9,157,154,157,152,0,0,0,152,0,0,0,0,0,0,2,3,0,-0.4,10000000,,weeksri01,2012,MIL
30,us US,R,R,"6' 0""",210,30207,10,104,92,104,95,0,0,0,95,0,0,0,0,0,0,0,10,0,-1,10000000,,weeksri01,2013,MIL
31,us US,R,R,"6' 0""",210,30207,11,121,51,121,62,0,0,0,62,0,0,0,0,0,0,2,67,0,0.2,11000000,,weeksri01,2014,MIL
32,us US,R,R,"6' 0""",210,30207,12,37,18,37,19,0,0,0,0,0,0,19,0,0,19,11,19,0,-0.8,2000000,,weeksri01,2015,SEA
34,us US,R,R,"6' 0""",210,30207,14,37,26,37,12,0,0,12,0,0,0,0,0,0,0,17,11,0,0.3,1500000,,weeksri01,2017,TBR
29,us US,R,R,"6' 2""",235,30298,7,31,31,30,31,31,0,0,0,0,0,0,0,0,0,0,0,0,2.6,9000000,,nolasri01,2012,MIA
30,us US,R,R,"6' 2""",235,30298,8,16,15,15,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.9,11500000,,nolasri01,2013,LAD
31,us US,R,R,"6' 2""",235,30298,9,27,27,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12000000,,nolasri01,2014,MIN
32,us US,R,R,"6' 2""",235,30298,10,9,8,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,12000000,,nolasri01,2015,MIN
33,us US,R,R,"6' 2""",235,30298,11,11,11,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1.4,12000000,,nolasri01,2016,LAA
34,us US,R,R,"6' 2""",235,30298,12,33,33,3,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0.7,12000000,,nolasri01,2017,LAA
27,us US,R,L,"6' 1""",210,30992,4,32,32,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,5000000,,romerri01,2012,TOR
28,us US,R,L,"6' 1""",210,30992,5,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,7500000,,romerri01,2013,TOR
23,us US,L,R,"6' 1""",195,32703,2,67,61,67,65,0,65,0,0,0,0,0,0,0,0,0,2,1,-1.7,490000,,brantro01,2013,MIA
28,us US,R,R,"6' 1""",200,31249,2,40,0,37,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,501000,,wootero01,2014,MIL
29,us US,R,R,"6' 1""",200,31249,3,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,509500,,wootero01,2015,MIL
23,us US,R,L,"6' 0""",190,33154,2,13,11,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,504500,,erlinro01,2014,SDG
27,us US,R,L,"6' 0""",190,33154,5,40,12,38,39,39,0,0,0,0,0,0,0,0,0,0,1,0,-0.1,650000,,erlinro01,2018,SDG
24,us US,B,L,"6' 0""",215,32767,2,103,99,103,102,0,0,0,0,0,0,67,6,32,105,1,1,0,1.6,504500,,grossro01,2014,HOU
25,us US,B,L,"6' 0""",215,32767,3,24,14,24,19,0,0,0,0,0,0,17,0,4,21,2,5,4,-0.4,515000,,grossro01,2015,HOU
27,us US,B,L,"6' 0""",215,32767,5,119,106,119,53,0,0,0,0,0,0,18,0,35,53,63,13,0,0.8,552500,,grossro01,2017,MIN
28,us US,B,L,"6' 0""",215,32767,6,129,105,129,84,0,0,0,0,0,0,34,0,52,84,36,20,0,1.5,2000000,,grossro01,2018,MIN
24,us US,L,L,"6' 2""",195,33512,3,32,32,29,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.1,521000,,rayro02,2016,ARI
25,us US,L,L,"6' 2""",195,33512,4,28,28,27,28,28,0,0,0,0,0,0,0,0,0,0,0,0,5.4,570400,All-Star,rayro02,2017,ARI
26,us US,L,L,"6' 2""",195,33512,5,25,24,24,24,24,0,0,0,0,0,0,0,0,0,0,1,0,1.1,3950000,,rayro02,2018,ARI
24,us US,L,L,"5' 11""",215,32683,2,65,0,3,65,65,0,0,0,0,0,0,0,0,0,0,0,0,1.2,497400,,rossro01,2013,TEX
25,us US,L,L,"5' 11""",215,32683,3,27,12,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,512745,,rossro01,2014,TEX
26,us US,L,L,"5' 11""",215,32683,4,54,0,5,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0.7,566500,,rossro01,2015,BOS
27,us US,L,L,"5' 11""",215,32683,5,54,0,4,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1250000,,rossro01,2016,BOS
28,us US,L,L,"5' 11""",215,32683,6,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,1825000,,rossro01,2017,BOS
27,us US,B,L,"6' 3""",220,32749,2,57,0,6,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0.5,537000,,scottro02,2017,BOS
28,us US,R,R,"5' 11""",185,30797,8,127,107,127,126,0,0,0,108,15,2,1,1,0,2,0,6,4,0.2,1300000,,andinro01,2012,BAL
23,us US,R,R,"6' 4""",205,34168,2,27,22,27,25,25,0,0,0,0,0,0,0,0,0,0,0,2,-0.5,541750,,gsellro01,2017,NYM
24,us US,R,R,"6' 4""",205,34168,3,68,0,64,68,68,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,562375,,gsellro01,2018,NYM
24,us US,R,R,"6' 3""",215,34024,2,26,11,25,25,25,0,0,0,0,0,0,0,0,0,0,0,1,-0.4,535000,,stephro01,2017,CIN
23,us US,R,R,"6' 2""",220,34365,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,537500,,whalero01,2017,SEA
28,do DO,R,R,"6' 6""",200,32723,2,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,550000,,gomezro01,2018,SFG
31,do DO,R,R,"6' 4""",270,29463,7,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,3000000,,carmofa01,2012,CLE
32,do DO,R,R,"6' 4""",270,29463,8,32,24,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,3250000,,carmofa01,2013,TBR
33,do DO,R,R,"6' 4""",270,29463,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,4500000,,carmofa01,2014,LAD
34,do DO,R,R,"6' 4""",270,29463,10,20,11,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,2650000,,carmofa01,2015,HOU
21,mx MX,R,R,"6' 2""",215,34737,2,72,0,7,72,72,0,0,0,0,0,0,0,0,0,0,0,0,2.1,516100,,osunaro01,2016,TOR
22,mx MX,R,R,"6' 2""",215,34737,3,66,0,4,66,66,0,0,0,0,0,0,0,0,0,0,0,0,1.5,552400,All-Star,osunaro01,2017,TOR
23,mx MX,R,R,"6' 2""",215,34737,4,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5300000,,osunaro01,2018,TOR
26,pr PR,R,R,"5' 11""",220,32500,2,70,62,70,69,0,69,0,0,0,0,0,0,0,0,1,0,0,1.4,508600,,perezro02,2015,CLE
27,pr PR,R,R,"5' 11""",220,32500,3,61,53,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0.5,515800,,perezro02,2016,CLE
28,pr PR,R,R,"5' 11""",220,32500,4,73,66,73,71,0,71,0,0,0,0,0,0,0,0,2,2,0,0.8,675000,,perezro02,2017,CLE
29,pr PR,R,R,"5' 11""",220,32500,5,62,55,62,58,0,58,0,0,0,0,0,0,0,0,4,5,0,-0.5,1625000,,perezro02,2018,CLE
29,do DO,L,R,"6' 0""",210,30246,8,161,159,161,154,0,0,0,154,0,0,0,0,0,0,9,2,0,8.4,14000000,All-Star,canoro01,2012,NYY
30,do DO,L,R,"6' 0""",210,30246,9,160,160,160,153,0,0,0,153,0,1,0,0,0,0,6,0,0,7.8,15000000,All-Star,canoro01,2013,NYY
31,do DO,L,R,"6' 0""",210,30246,10,157,157,157,150,0,0,0,150,0,0,0,0,0,0,8,0,0,6.4,24000000,All-Star,canoro01,2014,SEA
32,do DO,L,R,"6' 0""",210,30246,11,156,155,156,149,0,0,0,149,0,0,0,0,0,0,6,1,0,3.4,24000000,,canoro01,2015,SEA
33,do DO,L,R,"6' 0""",210,30246,12,161,161,161,157,0,0,0,157,0,0,0,0,0,0,5,0,0,7.3,24000000,All-Star,canoro01,2016,SEA
34,do DO,L,R,"6' 0""",210,30246,13,150,148,150,150,0,0,0,150,0,0,0,0,0,0,0,2,0,3.4,24000000,All-Star,canoro01,2017,SEA
35,do DO,L,R,"6' 0""",210,30246,14,80,79,80,79,0,0,14,69,2,0,0,0,0,0,2,1,0,3.2,12258065,,canoro01,2018,SEA
30,ve VE,R,R,"6' 1""",210,30838,3,93,88,93,91,0,91,0,0,0,0,0,0,0,0,0,2,0,2.4,502232,,chiriro01,2014,TEX
31,ve VE,R,R,"6' 1""",210,30838,4,78,73,78,78,0,78,0,0,0,0,0,0,0,0,0,0,0,1.8,518290,,chiriro01,2015,TEX
32,ve VE,R,R,"6' 1""",210,30838,5,57,46,57,54,0,54,0,0,0,0,0,0,0,0,3,1,3,0.9,1550000,,chiriro01,2016,TEX
33,ve VE,R,R,"6' 1""",210,30838,6,88,82,88,85,0,85,0,0,0,0,0,0,0,0,2,1,0,2.7,1950000,,chiriro01,2017,TEX
34,ve VE,R,R,"6' 1""",210,30838,7,113,105,113,108,0,108,0,0,0,0,0,0,0,0,3,4,0,1.5,2250000,,chiriro01,2018,TEX
36,us US,R,R,"6' 2""",250,27642,14,104,98,104,99,0,99,1,0,0,0,0,0,0,0,0,6,0,-1,4000000,,barajro01,2012,PIT
27,cu CU,L,L,"6' 1""",205,32356,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,558000,,eliasro01,2016,BOS
28,cu CU,L,L,"6' 1""",205,32356,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,582500,,eliasro01,2017,BOS
28,cw CW,L,L,"6' 2""",210,30845,5,129,48,129,94,0,0,0,0,0,0,57,37,7,101,0,46,8,1,493500,,bernaro01,2012,WSN
29,cw CW,L,L,"6' 2""",210,30845,6,85,28,85,63,0,0,0,0,0,0,29,6,28,63,0,26,6,-0.6,1212500,,bernaro01,2013,WSN
24,do DO,R,R,"6' 3""",245,33079,2,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,509500,,mendero01,2015,TEX
25,us US,B,R,"5' 10""",170,34103,2,50,31,50,38,1,0,0,0,0,1,4,30,5,37,0,12,2,0.3,545000,,quinnro01,2018,PHI
20,ve VE,R,R,"6' 0""",180,35782,1st,111,108,111,108,0,0,0,0,0,0,101,13,3,108,1,2,0,4.1,545000,,acunaro01,2018,ATL
29,ve VE,R,R,"6' 3""",240,30316,3,68,0,65,68,68,0,0,0,0,0,0,0,0,0,0,0,0,1.6,480000,,belisro01,2012,LAD
30,ve VE,R,R,"6' 3""",240,30316,4,77,0,72,77,77,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,1450000,,belisro01,2013,LAD
31,ve VE,R,R,"6' 3""",240,30316,5,62,0,6,62,62,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,3000000,,belisro01,2014,CHW
23,ve VE,R,R,"5' 8""",151,33849,2,72,47,72,63,0,0,0,14,34,15,0,0,2,2,4,3,9,0.4,508600,,torrero01,2016,NYY
24,ve VE,R,R,"5' 8""",151,33849,3,108,85,108,105,0,0,0,54,26,36,0,0,1,1,1,7,5,0.7,561900,,torrero01,2017,NYY
25,ve VE,R,R,"5' 8""",151,33849,4,41,24,41,38,0,0,0,20,11,9,0,0,0,0,0,4,0,0.3,615500,,torrero01,2018,NYY
29,ve VE,R,R,"6' 0""",195,30349,8,78,42,78,56,0,0,0,28,3,27,0,0,0,0,0,25,2,0.4,1200000,,cedenro02,2012,NYM
30,ve VE,R,R,"6' 0""",195,30349,9,51,43,51,42,0,0,1,0,0,41,0,0,0,0,7,4,1,-0.6,1150000,,cedenro02,2013,HOU
31,do DO,R,R,"6' 3""",250,29697,8,20,15,20,11,0,11,0,0,0,0,0,0,0,0,8,3,0,-0.4,1000000,,pauliro01,2012,BAL
24,us US,R,R,"6' 5""",255,34088,1st,7,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,535000,,davisro03,2017,CIN
26,us US,R,L,"6' 3""",210,31477,5,33,27,30,33,33,0,0,0,0,0,0,0,0,0,0,0,0,1.6,485000,,detwiro01,2012,WSN
27,us US,R,L,"6' 3""",210,31477,6,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2337500,,detwiro01,2013,WSN
28,us US,R,L,"6' 3""",210,31477,7,47,0,44,47,47,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,3000000,,detwiro01,2014,WSN
29,us US,R,L,"6' 3""",210,31477,8,17,7,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,3450000,,detwiro01,2015,TEX
30,us US,R,L,"6' 3""",210,31477,9,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,,detwiro01,2016,CLE
33,us US,R,R,"6' 4""",240,30171,9,64,0,62,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.2,800000,,ohlenro01,2016,CIN
27,us US,R,R,"6' 3""",210,32835,2,51,2,48,49,49,0,0,0,0,0,0,0,0,0,0,0,2,0.5,540000,,stripro01,2017,LAD
28,us US,R,R,"6' 3""",210,32835,3,36,21,35,33,33,0,0,0,0,0,0,0,0,0,0,0,3,2.4,555000,All-Star,stripro01,2018,LAD
21,ve VE,L,R,"5' 11""",195,34368,2,120,113,120,119,0,0,0,119,0,0,0,0,0,0,0,5,1,1.9,513850,,odorro01,2015,TEX
22,ve VE,L,R,"5' 11""",195,34368,3,150,147,150,146,0,0,0,146,0,0,0,0,0,0,3,2,0,2.5,522700,,odorro01,2016,TEX
23,ve VE,L,R,"5' 11""",195,34368,4,162,159,162,158,0,0,0,158,0,0,0,0,0,0,2,3,0,-0.2,1333334,,odorro01,2017,TEX
24,ve VE,L,R,"5' 11""",195,34368,5,129,125,129,127,0,0,0,127,0,0,0,0,0,0,2,2,0,2.7,3333334,,odorro01,2018,TEX
35,us US,R,R,"6' 6""",225,28259,15,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.8,20000000,,0,2012,PHI
36,us US,R,R,"6' 6""",225,28259,16,13,13,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,20000000,,0,2013,PHI
34,us US,R,R,"6' 0""",190,28366,12,17,9,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,5000000,,oswalro01,2012,TEX
23,do DO,R,R,"6' 0""",210,32571,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,482500,,delarru01,2012,LAD
26,do DO,R,R,"6' 0""",210,32571,5,32,32,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,516000,,delarru01,2015,ARI
27,do DO,R,R,"6' 0""",210,32571,6,13,10,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2350000,,delarru01,2016,ARI
22,pa PA,R,R,"5' 11""",200,32808,3,114,110,114,112,0,0,0,0,0,112,0,0,0,0,0,2,0,2.1,491209,,tejadru01,2012,NYM
23,pa PA,R,R,"5' 11""",200,32808,4,57,55,57,55,0,0,0,0,0,55,0,0,0,0,0,2,0,-0.9,514701,,tejadru01,2013,NYM
24,pa PA,R,R,"5' 11""",200,32808,5,119,105,119,114,0,0,0,0,0,114,0,0,0,0,0,9,1,1.4,1100000,,tejadru01,2014,NYM
25,pa PA,R,R,"5' 11""",200,32808,6,116,94,116,111,0,0,0,13,19,81,0,0,0,0,0,7,1,-0.2,1880000,,tejadru01,2015,NYM
26,pa PA,R,R,"5' 11""",200,32808,7,23,8,23,20,1,0,0,3,10,7,0,0,0,0,0,6,1,-0.5,1500000,,tejadru01,2016,STL
26,cu CU,R,R,"5' 9""",195,31967,1st,10,10,10,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0.8,871429,,castiru02,2014,BOS
27,cu CU,R,R,"5' 9""",195,31967,2,80,67,80,75,0,0,0,0,0,0,24,6,48,78,2,5,4,0.8,11271000,,castiru02,2015,BOS
28,cu CU,R,R,"5' 9""",195,31967,3,9,2,9,4,0,0,0,0,0,0,2,1,1,4,4,1,5,0,11271000,,castiru02,2016,BOS
29,ca CA,R,R,"5' 10""",205,30362,7,133,120,133,128,0,128,0,0,0,0,0,0,0,0,4,9,0,1.8,7500000,,martiru01,2012,NYY
30,ca CA,R,R,"5' 10""",205,30362,8,127,121,127,121,0,120,0,0,3,0,0,0,1,1,1,6,0,4,6500000,,martiru01,2013,PIT
31,ca CA,R,R,"5' 10""",205,30362,9,111,107,111,107,0,107,0,0,0,0,0,0,0,0,1,3,0,5.4,8500000,,martiru01,2014,PIT
32,ca CA,R,R,"5' 10""",205,30362,10,129,118,129,117,0,117,0,2,0,0,0,0,0,0,5,9,0,3,7000000,All-Star,martiru01,2015,TOR
33,ca CA,R,R,"5' 10""",205,30362,11,137,124,137,128,0,127,0,1,1,0,0,0,0,0,5,10,0,1.8,15000000,,martiru01,2016,TOR
34,ca CA,R,R,"5' 10""",205,30362,12,91,87,91,89,0,83,0,0,10,0,0,0,0,0,0,3,0,1.5,20000000,,martiru01,2017,TOR
35,ca CA,R,R,"5' 10""",205,30362,13,90,89,90,90,0,71,0,0,21,3,1,0,0,1,0,0,0,1.3,20000000,,martiru01,2018,TOR
28,us US,R,R,"6' 2""",205,30637,6,154,153,154,151,0,0,0,0,0,0,151,0,0,151,2,1,0,6.9,6000000,All-Star,braunry02,2012,MIL
29,us US,R,R,"6' 2""",205,30637,7,61,59,61,59,0,0,0,0,0,0,59,0,0,59,0,2,0,2,8500000,,braunry02,2013,MIL
